A_Index;AnzahlZimmer;Ausbaustufe;Baeder;BaederUG;Baujahr;Bebauungsdichte;Besonderheiten;Dachtyp;EG_qm;Fassadenqual;Fassadenzustand;Garagen;Gesamteindruck;Grundstueck_qm;Kamine;KellerQual;Keller_qm;Kellerhoehe;Lage;ToilettenEG;ToilettenUG;Typ;Umgebaut;Verkaufsjahr;Verkaufsmonat;Wohnflaeche_qm;Z_Verkaufspreis
409;3;1 Ebene;1;1.0;1968;Unbekannt;;Satteldach;99.0;Durchschnitt;Durchschnitt;2.0;3.0;668.0;0;4;99.0;Durchschnitt;Stammheim;0;0.0;Freistehend;1991;2016.0;8;99.0;141732.0
2430;2;1 Ebene;2;0.0;2004;Niedrig;;Satteldach;111.0;Gut;Durchschnitt;2.0;3.0;808.0;0;2;111.0;Gut;Plieningen;0;0.0;Reihenhaus;2004;2018.0;3;111.0;168518.0
2117;2;1 Ebene;2;1.0;1986;Niedrig;;Satteldach;144.0;Durchschnitt;Durchschnitt;2.0;2.0;1444.0;0;3;80.0;Durchschnitt;Bad Cannstatt;0;0.0;Freistehend;2012;2018.0;8;144.0;178482.0
2744;3;1 Ebene;2;1.0;2014;Niedrig;;Flachdach;183.0;Gut;Durchschnitt;3.0;3.0;1052.0;1;4;183.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2014;2021.0;5;183.0;391684.0
2544;2;Sonstige;1;1.0;1991;Mittel;;Satteldach;87.0;Durchschnitt;Durchschnitt;2.0;3.0;724.0;0;4;87.0;Gut;Birkach;0;0.0;Doppelhaus;1991;2016.0;8;87.0;141732.0
1552;3;1 Ebene;1;1.0;1966;Niedrig;;Flachdach;165.0;Durchschnitt;Durchschnitt;2.0;2.0;1808.0;1;4;163.0;Durchschnitt;Sillenbuch;1;0.0;Freistehend;1985;2013.0;7;165.0;153000.0
2425;3;2 Ebenen;2;0.0;1911;Mittel;;Satteldach;86.0;Gut;Gut;1.0;4.0;970.0;0;4;86.0;Durchschnitt;Birkach;0;0.0;Freistehend;2014;2021.0;4;145.0;184756.0
1530;2;2 Ebenen;1;1.0;1991;Mittel;;Satteldach;52.0;Durchschnitt;Gut;2.0;3.0;156.0;1;4;52.0;Gut;Muenster;1;0.0;Reihenhaus;2003;2019.0;10;114.0;156013.0
1275;3;1 Ebene;2;1.0;1989;Niedrig;;Satteldach;154.0;Durchschnitt;Durchschnitt;2.0;3.0;1230.0;1;2;142.0;Gut;Wangen;0;0.0;Freistehend;1996;2016.0;9;154.0;215636.0
2012;3;2 Ebenen;1;0.0;1984;Mittel;;Satteldach;50.0;Durchschnitt;Durchschnitt;1.0;1.0;213.0;0;2;50.0;Durchschnitt;Untertuerkheim;1;0.0;Reihenhaus;1984;2021.0;5;101.0;102847.0
1949;2;1 Ebene;1;1.0;1934;Mittel;;Satteldach;99.0;Durchschnitt;Durchschnitt;1.0;2.0;629.0;1;5;104.0;Schlecht;Birkach;0;0.0;Freistehend;1961;2021.0;3;99.0;134872.0
1366;2;1 Ebene;2;1.0;2016;Niedrig;;Satteldach;110.0;Gut;Durchschnitt;2.0;2.0;878.0;0;4;108.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2016;2016.0;10;110.0;175647.0
767;3;2 Ebenen;2;0.0;2012;Niedrig;;Satteldach;87.0;Gut;Durchschnitt;2.0;2.0;1129.0;0;5;87.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2012;2020.0;5;173.0;249895.0
1987;3;1 Ebene;1;1.0;1970;Niedrig;;Flachdach;96.0;Durchschnitt;Durchschnitt;1.0;3.0;754.0;0;4;96.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2014;2015.0;7;96.0;147962.0
618;3;Sonstige;1;1.0;1989;Niedrig;;Satteldach;96.0;Durchschnitt;Durchschnitt;2.0;2.0;721.0;1;4;89.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;1989;2013.0;7;96.0;144450.0
2187;1;1 Ebene;1;1.0;1976;Niedrig;;Flachdach;111.0;Durchschnitt;Durchschnitt;2.0;2.0;942.0;0;5;80.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;2009;2013.0;10;111.0;131400.0
321;4;2 Ebenen;2;0.0;1977;Niedrig;;Satteldach;113.0;Durchschnitt;Durchschnitt;2.0;3.0;1426.0;2;4;85.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1977;2013.0;5;200.0;203400.0
1518;4;2 Ebenen;1;1.0;1974;Niedrig;;Flachdach;91.0;Durchschnitt;Durchschnitt;2.0;2.0;707.0;1;2;72.0;Durchschnitt;Vaihingen;1;0.0;Freistehend;1974;2018.0;10;167.0;153298.0
1684;3;2 Ebenen;1;0.0;1937;Niedrig;;Mansarddach;118.0;Gut;Durchschnitt;1.0;4.0;1110.0;2;2;118.0;Gut;Moehringen;1;0.0;Freistehend;2015;2019.0;6;193.0;266476.0
1691;3;1 Ebene;1;0.0;2006;Niedrig;;Satteldach;92.0;Durchschnitt;Durchschnitt;2.0;2.0;1370.0;0;4;92.0;Gut;Bad Cannstatt;0;1.0;Freistehend;2006;2013.0;7;92.0;140400.0
2268;2;1,5 Ebenen;1;0.0;1911;Unbekannt;;Satteldach;79.0;Durchschnitt;Durchschnitt;1.0;3.0;872.0;0;1;79.0;Durchschnitt;Stammheim;0;0.0;Freistehend;1961;2021.0;1;109.0;126589.0
2845;4;1,5 Ebenen;1;0.0;1952;Niedrig;;Satteldach;76.0;Durchschnitt;Durchschnitt;1.0;2.0;625.0;0;5;76.0;Schlecht;Zuffenhausen;0;0.0;Freistehend;1961;2014.0;11;119.0;104832.0
1900;3;Sonstige;1;0.0;1969;Niedrig;;Satteldach;94.0;Durchschnitt;Gut;1.0;3.0;1384.0;0;1;49.0;Durchschnitt;Sillenbuch;0;1.0;Freistehend;1998;2017.0;12;148.0;147402.0
2552;3;1 Ebene;2;0.0;2019;Niedrig;;Satteldach;161.0;Sehr gut;Durchschnitt;3.0;4.0;1164.0;1;3;161.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2019;2019.0;7;161.0;409963.0
2706;4;2 Ebenen;2;0.0;1883;Mittel;;Satteldach;87.0;Durchschnitt;Gut;0.0;3.0;540.0;0;4;63.0;Durchschnitt;Birkach;0;0.0;Freistehend;1998;2018.0;12;219.0;133588.0
1649;4;2 Ebenen;2;1.0;2001;Niedrig;;Satteldach;104.0;Gut;Durchschnitt;3.0;2.0;1351.0;1;5;65.0;Gut;Plieningen;1;0.0;Freistehend;2002;2016.0;6;208.0;227784.0
1597;3;1 Ebene;1;0.0;1983;Niedrig;;Flachdach;80.0;Durchschnitt;Gut;1.0;2.0;960.0;0;3;80.0;Durchschnitt;Bad Cannstatt;0;0.0;Freistehend;1983;2013.0;6;80.0;115650.0
1607;3;1 Ebene;1;0.0;1977;Niedrig;;Satteldach;84.0;Durchschnitt;Durchschnitt;1.0;3.0;735.0;0;1;81.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;1977;2018.0;12;84.0;120339.0
2579;3;1 Ebene;2;0.0;2010;Niedrig;;Satteldach;147.0;Gut;Durchschnitt;2.0;2.0;1031.0;0;1;147.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2010;2014.0;8;147.0;200304.0
1937;2;1,5 Ebenen;1;1.0;1937;Mittel;;Satteldach;83.0;Durchschnitt;Durchschnitt;2.0;2.0;631.0;0;1;70.0;Durchschnitt;Botnang;0;0.0;Freistehend;1961;2016.0;8;119.0;134140.0
2208;4;1,5 Ebenen;1;0.0;1961;Mittel;;Satteldach;84.0;Durchschnitt;Durchschnitt;1.0;3.0;1382.0;0;1;84.0;Durchschnitt;Stammheim;1;0.0;Freistehend;1961;2016.0;6;144.0;153881.0
2307;2;2 Ebenen;2;0.0;2016;Seelage;;Satteldach;48.0;Gut;Durchschnitt;2.0;2.0;257.0;0;4;55.0;Gut;Wangen;1;0.0;;2016;2014.0;7;113.0;137966.0
473;2;Sonstige;1;0.0;2007;Niedrig;;Satteldach;85.0;Gut;Durchschnitt;2.0;2.0;899.0;0;5;80.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2007;2013.0;7;85.0;133200.0
1654;3;2 Ebenen;2;1.0;2013;Niedrig;;Satteldach;101.0;Gut;Durchschnitt;2.0;3.0;1155.0;1;2;99.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2013;2014.0;11;184.0;238680.0
317;2;2 Ebenen;2;0.0;2016;Seelage;;Satteldach;48.0;Durchschnitt;Durchschnitt;2.0;3.0;324.0;0;4;55.0;Gut;Wangen;1;0.0;Reihenhaus;2016;2014.0;6;111.0;141336.0
275;3;1 Ebene;1;0.0;1986;Niedrig;;Flachdach;85.0;Durchschnitt;Durchschnitt;1.0;2.0;817.0;0;3;85.0;Gut;Bad Cannstatt;0;0.0;Freistehend;1986;2018.0;4;85.0;120448.0
655;4;2 Ebenen;1;0.0;1979;Niedrig;;Satteldach;77.0;Durchschnitt;Durchschnitt;2.0;3.0;1175.0;0;1;67.0;Durchschnitt;Wangen;1;0.0;Freistehend;1979;2020.0;5;144.0;182388.0
2151;3;2 Ebenen;2;1.0;2003;Niedrig;;Satteldach;100.0;Gut;Durchschnitt;2.0;2.0;5324.0;2;5;146.0;Gut;Degerloch;1;0.0;Freistehend;2003;2016.0;6;181.0;242970.0
2085;2;1 Ebene;1;1.0;1925;Niedrig;;Satteldach;80.0;Durchschnitt;Schlecht;1.0;1.0;832.0;0;2;80.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1961;2021.0;6;80.0;72055.0
1644;3;1 Ebene;2;1.0;2014;Niedrig;;Satteldach;103.0;Durchschnitt;Durchschnitt;2.0;2.0;1260.0;0;4;103.0;Gut;Plieningen;0;0.0;Freistehend;2015;2019.0;6;103.0;174234.0
2122;4;2 Ebenen;2;0.0;2017;Niedrig;Neuverkauf;Flachdach;102.0;Gut;Durchschnitt;3.0;3.0;1230.0;1;2;101.0;Sehr gut;NeuStuttgart_West;1;0.0;Freistehend;2017;2014.0;7;229.0;333573.0
2536;3;1,5 Ebenen;2;0.0;1947;Niedrig;;Satteldach;101.0;Durchschnitt;Durchschnitt;2.0;3.0;1098.0;1;2;74.0;Schlecht;Birkach;0;1.0;Freistehend;2000;2013.0;4;136.0;153000.0
1573;6;1 Ebene;2;0.0;1976;Niedrig;;Satteldach;160.0;Durchschnitt;Durchschnitt;2.0;2.0;1120.0;0;1;160.0;Durchschnitt;Vaihingen;0;0.0;Doppelhaus;1976;2017.0;11;160.0;152666.0
1570;2;1 Ebene;1;1.0;1951;Mittel;;Satteldach;74.0;Durchschnitt;Gut;1.0;3.0;738.0;2;2;73.0;Durchschnitt;Birkach;0;0.0;Freistehend;2003;2021.0;2;74.0;146573.0
2675;3;1 Ebene;2;0.0;1988;Niedrig;;Satteldach;104.0;Durchschnitt;Durchschnitt;2.0;2.0;1563.0;0;5;104.0;Gut;Wangen;0;1.0;Freistehend;1988;2017.0;3;104.0;184252.0
245;1;1 Ebene;2;1.0;2017;Niedrig;Neuverkauf;Flachdach;145.0;Gut;Durchschnitt;3.0;3.0;415.0;1;5;141.0;Gut;Muenster;0;0.0;Reihenhaus;2017;2013.0;10;145.0;238104.0
2216;3;1 Ebene;2;1.0;2015;Niedrig;;Flachdach;184.0;Gut;Durchschnitt;3.0;3.0;1691.0;1;1;184.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2016;2014.0;9;184.0;294840.0
1076;5;2 Ebenen;3;1.0;2001;Niedrig;;Flachdach;158.0;Durchschnitt;Durchschnitt;3.0;3.0;1248.0;2;1;155.0;Gut;Plieningen;0;0.0;Freistehend;2001;2021.0;5;299.0;394147.0
2692;4;1,5 Ebenen;1;0.0;1931;Mittel;;Satteldach;101.0;Durchschnitt;Durchschnitt;0.0;3.0;564.0;0;4;83.0;Durchschnitt;Birkach;0;0.0;Freistehend;2009;2017.0;9;111.0;84124.0
621;3;2 Ebenen;2;0.0;2016;Niedrig;Neuverkauf;Satteldach;69.0;Durchschnitt;Durchschnitt;2.0;3.0;900.0;0;4;69.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2017;2014.0;8;139.0;162770.0
815;2;1 Ebene;2;1.0;2015;Mittel;;Flachdach;153.0;Gut;Durchschnitt;2.0;2.0;400.0;1;4;148.0;Sehr gut;Moehringen;0;1.0;Reihenhaus;2016;2017.0;7;153.0;263218.0
525;4;2 Ebenen;2;0.0;2008;Niedrig;;Satteldach;97.0;Gut;Durchschnitt;2.0;3.0;939.0;1;5;96.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2008;2021.0;4;195.0;295610.0
2705;2;1 Ebene;2;1.0;2018;Niedrig;;Satteldach;122.0;Gut;Durchschnitt;2.0;3.0;516.0;1;4;122.0;Gut;NeuStuttgart_Sued;0;0.0;;2019;2019.0;4;122.0;236298.0
2000;3;1 Ebene;1;1.0;1969;Niedrig;;Satteldach;146.0;Durchschnitt;Durchschnitt;2.0;3.0;1335.0;1;3;129.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1969;2017.0;5;146.0;175619.0
2167;3;1 Ebene;2;0.0;2012;Niedrig;;Flachdach;166.0;Gut;Durchschnitt;2.0;2.0;1184.0;1;3;163.0;Gut;Bad Cannstatt;0;0.0;Freistehend;2012;2019.0;6;166.0;269323.0
642;3;1 Ebene;2;1.0;2018;Niedrig;Neuverkauf;Flachdach;161.0;Gut;Durchschnitt;3.0;2.0;1224.0;1;3;161.0;Sehr gut;NeuStuttgart_Sued;0;0.0;Freistehend;2018;2015.0;11;161.0;309553.0
1187;2;2 Ebenen;2;0.0;2010;Seelage;;Satteldach;71.0;Gut;Durchschnitt;2.0;3.0;276.0;0;5;72.0;Gut;Wangen;1;0.0;;2011;2016.0;11;134.0;176153.0
588;3;2 Ebenen;2;0.0;2018;Niedrig;;Satteldach;80.0;Gut;Durchschnitt;2.0;3.0;1095.0;0;5;80.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2018;2019.0;4;164.0;241422.0
2545;3;2 Ebenen;2;1.0;2019;Niedrig;;Satteldach;105.0;Sehr gut;Durchschnitt;3.0;3.0;1140.0;1;4;102.0;Sehr gut;NeuStuttgart_Sued;1;0.0;Freistehend;2019;2019.0;7;203.0;381493.0
1970;3;2 Ebenen;2;0.0;2011;Seelage;;Satteldach;71.0;Gut;Durchschnitt;2.0;2.0;212.0;0;2;70.0;Gut;Wangen;1;0.0;;2011;2021.0;6;146.0;218628.0
2775;3;1,5 Ebenen;1;0.0;1956;Mittel;;Satteldach;111.0;Durchschnitt;Durchschnitt;1.0;3.0;754.0;0;2;62.0;Durchschnitt;Botnang;1;0.0;Freistehend;1961;2017.0;8;155.0;113710.0
958;3;1 Ebene;1;1.0;1983;Niedrig;;Satteldach;80.0;Durchschnitt;Durchschnitt;1.0;2.0;1554.0;1;2;80.0;Durchschnitt;Bad Cannstatt;0;0.0;Freistehend;1983;2019.0;8;80.0;152028.0
2592;3;2 Ebenen;2;0.0;2014;Niedrig;;Satteldach;99.0;Gut;Durchschnitt;2.0;3.0;916.0;0;5;84.0;Gut;NeuStuttgart_West;1;0.0;Freistehend;2014;2020.0;2;187.0;201337.0
230;3;2 Ebenen;2;1.0;2014;Niedrig;;Satteldach;77.0;Gut;Durchschnitt;2.0;3.0;1030.0;0;4;77.0;Gut;Plieningen;1;0.0;Freistehend;2014;2018.0;7;157.0;205857.0
1629;3;2 Ebenen;2;0.0;1989;Niedrig;;Satteldach;79.0;Durchschnitt;Durchschnitt;2.0;2.0;231.0;1;3;79.0;Gut;Weilimdorf;1;0.0;;1989;2021.0;7;135.0;179829.0
215;4;2 Ebenen;2;0.0;1952;Niedrig;;Satteldach;110.0;Sehr gut;Gut;1.0;4.0;906.0;2;5;107.0;Durchschnitt;Moehringen;0;0.0;Freistehend;2017;2021.0;5;217.0;328251.0
1542;4;Sonstige;3;0.0;1979;Niedrig;;Satteldach;113.0;Durchschnitt;Durchschnitt;2.0;2.0;1038.0;1;1;53.0;Durchschnitt;Wangen;0;0.0;Freistehend;2003;2013.0;9;178.0;153000.0
218;3;2 Ebenen;2;0.0;2015;Niedrig;;Satteldach;81.0;Gut;Durchschnitt;2.0;3.0;1068.0;0;3;77.0;Gut;Plieningen;1;0.0;Freistehend;2015;2020.0;1;168.0;228577.0
2547;4;2 Ebenen;2;0.0;2015;Niedrig;Neuverkauf;Satteldach;97.0;Gut;Durchschnitt;3.0;3.0;1172.0;1;5;97.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2016;2013.0;6;220.0;232200.0
2493;2;1 Ebene;2;1.0;2015;Seelage;;Satteldach;113.0;Gut;Durchschnitt;2.0;3.0;752.0;0;3;113.0;Gut;Wangen;0;0.0;Freistehend;2016;2019.0;10;113.0;210675.0
867;3;2 Ebenen;1;0.0;1981;Mittel;;Satteldach;50.0;Durchschnitt;Durchschnitt;1.0;1.0;204.0;0;4;50.0;Durchschnitt;Untertuerkheim;1;0.0;;1981;2016.0;1;101.0;75928.0
643;2;2 Ebenen;2;1.0;2016;Seelage;;Satteldach;55.0;Gut;Durchschnitt;2.0;3.0;259.0;0;3;55.0;Gut;Wangen;1;0.0;;2016;2021.0;5;114.0;187220.0
1414;1;1 Ebene;1;1.0;2007;Niedrig;;Satteldach;119.0;Gut;Durchschnitt;2.0;3.0;1497.0;2;4;117.0;Gut;NeuStuttgart_Mitte;1;0.0;Reihenhaus;2007;2017.0;12;119.0;258480.0
2401;2;1 Ebene;1;1.0;1969;Niedrig;;Flachdach;88.0;Gut;Gut;2.0;4.0;807.0;0;1;88.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2018;2020.0;9;88.0;169952.0
562;1;1 Ebene;1;1.0;1996;Niedrig;;Satteldach;139.0;Gut;Durchschnitt;2.0;2.0;691.0;0;4;138.0;Gut;NeuStuttgart_West;1;0.0;Reihenhaus;1996;2021.0;6;139.0;261122.0
1879;3;2 Ebenen;2;0.0;2017;Niedrig;;Satteldach;121.0;Gut;Durchschnitt;3.0;2.0;883.0;0;4;121.0;Gut;Wangen;1;0.0;Freistehend;2017;2016.0;3;170.0;224039.0
576;2;1 Ebene;1;0.0;1992;Niedrig;;Satteldach;161.0;Gut;Durchschnitt;2.0;3.0;1547.0;0;4;161.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;1992;2019.0;6;161.0;275130.0
2670;2;1,5 Ebenen;1;0.0;1949;Mittel;;Satteldach;74.0;Durchschnitt;Durchschnitt;1.0;2.0;722.0;0;4;74.0;Durchschnitt;Stammheim;1;0.0;Freistehend;2006;2014.0;7;126.0;117468.0
695;3;1,5 Ebenen;2;0.0;1952;Niedrig;;Satteldach;91.0;Durchschnitt;Durchschnitt;2.0;2.0;1114.0;0;1;91.0;Durchschnitt;NeuStuttgart_Nord;0;0.0;Freistehend;1971;2019.0;7;149.0;133238.0
616;2;1 Ebene;2;0.0;1987;Niedrig;;Satteldach;134.0;Durchschnitt;Durchschnitt;2.0;2.0;1052.0;1;5;134.0;Durchschnitt;Wangen;0;0.0;Freistehend;1987;2018.0;4;134.0;175088.0
610;3;1 Ebene;2;1.0;1972;Niedrig;;Satteldach;164.0;Durchschnitt;Durchschnitt;2.0;3.0;1094.0;2;4;122.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2003;2013.0;8;164.0;164700.0
1988;3;2 Ebenen;2;0.0;2016;Niedrig;;Satteldach;71.0;Gut;Durchschnitt;2.0;3.0;1029.0;1;2;71.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2017;2015.0;6;142.0;171325.0
1397;4;2 Ebenen;2;1.0;2005;Niedrig;;Satteldach;86.0;Gut;Gut;2.0;2.0;892.0;1;5;85.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2006;2018.0;7;177.0;229947.0
1404;3;2 Ebenen;2;0.0;2011;Niedrig;;Satteldach;96.0;Gut;Durchschnitt;3.0;3.0;1031.0;1;4;102.0;Gut;NeuStuttgart_Ost;1;0.0;Freistehend;2012;2019.0;5;190.0;285835.0
2438;3;2 Ebenen;2;0.0;2018;Niedrig;Neuverkauf;Satteldach;137.0;Gut;Durchschnitt;3.0;3.0;961.0;1;5;137.0;Sehr gut;Bad Cannstatt;1;0.0;Freistehend;2018;2016.0;11;239.0;279416.0
1795;2;1 Ebene;2;1.0;2015;Mittel;;Satteldach;126.0;Gut;Durchschnitt;2.0;2.0;836.0;1;3;126.0;Gut;NeuStuttgart_Sued;0;0.0;Reihenhaus;2015;2018.0;7;126.0;226662.0
238;1;1 Ebene;1;1.0;1991;Niedrig;;Satteldach;73.0;Gut;Durchschnitt;2.0;3.0;445.0;1;1;67.0;Gut;NeuStuttgart_Mitte;0;0.0;Reihenhaus;1991;2021.0;6;73.0;190915.0
2321;2;1 Ebene;1;0.0;1965;Niedrig;;Satteldach;128.0;Durchschnitt;Durchschnitt;2.0;2.0;1577.0;0;2;0.0;;NeuStuttgart_Nord;0;0.0;Freistehend;1965;2020.0;10;128.0;144489.0
2424;2;1 Ebene;1;1.0;1921;Mittel;;Flachdach;95.0;Durchschnitt;Durchschnitt;1.0;2.0;739.0;0;3;95.0;Durchschnitt;Birkach;0;0.0;Freistehend;2017;2020.0;6;95.0;100668.0
2533;3;2 Ebenen;2;1.0;2005;Niedrig;;Satteldach;113.0;Gut;Durchschnitt;2.0;2.0;1107.0;2;2;113.0;Gut;NeuStuttgart_Sued;1;0.0;Freistehend;2005;2018.0;8;197.0;296741.0
2178;3;Sonstige;3;0.0;1986;Niedrig;;Satteldach;103.0;Durchschnitt;Durchschnitt;2.0;3.0;1068.0;1;4;62.0;Durchschnitt;Wangen;0;0.0;Freistehend;2011;2014.0;6;174.0;172692.0
122;3;Sonstige;2;0.0;1973;Niedrig;;Satteldach;145.0;Durchschnitt;Durchschnitt;2.0;3.0;1178.0;1;2;165.0;Durchschnitt;NeuStuttgart_Nord;0;1.0;Freistehend;1973;2013.0;5;145.0;163800.0
2745;2;1 Ebene;2;0.0;2003;Niedrig;;Satteldach;119.0;Gut;Durchschnitt;2.0;3.0;520.0;0;1;119.0;Gut;NeuStuttgart_West;0;0.0;Reihenhaus;2003;2017.0;8;119.0;189517.0
1890;3;Sonstige;1;1.0;1975;Niedrig;;Flachdach;107.0;Durchschnitt;Durchschnitt;2.0;3.0;1425.0;1;3;107.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1975;2021.0;4;107.0;222324.0
284;6;2 Ebenen;2;0.0;1980;Niedrig;;Satteldach;116.0;Durchschnitt;Durchschnitt;3.0;2.0;971.0;0;4;116.0;Durchschnitt;Vaihingen;2;0.0;Doppelhaus;1980;2019.0;8;236.0;216369.0
2486;3;2 Ebenen;2;0.0;2015;Niedrig;;Satteldach;71.0;Gut;Durchschnitt;2.0;3.0;834.0;0;3;71.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2015;2017.0;9;147.0;195729.0
368;2;1 Ebene;1;1.0;1936;Mittel;;Satteldach;71.0;Durchschnitt;Durchschnitt;1.0;2.0;511.0;0;3;71.0;Durchschnitt;Botnang;0;0.0;Freistehend;1961;2021.0;4;71.0;107158.0
2297;4;1,5 Ebenen;2;2.0;1911;Niedrig;;Satteldach;118.0;Durchschnitt;Durchschnitt;0.0;2.0;885.0;0;2;118.0;Durchschnitt;NeuStuttgart_Nord;2;0.0;Doppelhaus;2014;2017.0;9;204.0;153614.0
2716;4;2 Ebenen;1;0.0;1980;Niedrig;;Satteldach;72.0;Gut;Sehr gut;2.0;3.0;1062.0;1;3;72.0;Durchschnitt;NeuStuttgart_Ost;1;0.0;Freistehend;1980;2020.0;4;151.0;204890.0
681;3;2 Ebenen;2;0.0;2018;Niedrig;Neuverkauf;Flachdach;67.0;Gut;Durchschnitt;2.0;3.0;902.0;1;3;67.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2018;2016.0;7;135.0;181762.0
679;3;2 Ebenen;2;0.0;1911;Niedrig;;Satteldach;64.0;Durchschnitt;Durchschnitt;0.0;2.0;1082.0;0;4;0.0;;Birkach;0;0.0;Doppelhaus;2011;2018.0;8;120.0;116342.0
304;2;1 Ebene;1;1.0;1974;Niedrig;;Flachdach;129.0;Durchschnitt;Durchschnitt;2.0;2.0;981.0;1;2;129.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;1995;2021.0;5;129.0;236488.0
150;5;1,5 Ebenen;2;0.0;1973;Mittel;;Satteldach;149.0;Durchschnitt;Durchschnitt;2.0;2.0;3321.0;1;4;148.0;Durchschnitt;Birkach;0;0.0;Freistehend;1973;2014.0;10;231.0;205920.0
2815;1;Sonstige;1;1.0;1934;Mittel;;Flachdach;82.0;Durchschnitt;Gut;0.0;2.0;529.0;0;3;79.0;Gut;Stammheim;0;0.0;Freistehend;1961;2019.0;7;82.0;79715.0
2136;3;2 Ebenen;2;0.0;2017;Niedrig;Neuverkauf;Satteldach;68.0;Gut;Durchschnitt;2.0;3.0;914.0;0;2;68.0;Gut;NeuStuttgart_Mitte;1;0.0;Freistehend;2017;2013.0;10;138.0;166590.0
431;3;2 Ebenen;2;1.0;2010;Niedrig;;Satteldach;78.0;Durchschnitt;Durchschnitt;2.0;2.0;956.0;1;5;78.0;Gut;Bad Cannstatt;1;0.0;Freistehend;2010;2013.0;8;163.0;192600.0
293;3;1 Ebene;1;0.0;1979;Niedrig;;Satteldach;83.0;Durchschnitt;Durchschnitt;1.0;2.0;874.0;0;1;81.0;Durchschnitt;Sillenbuch;0;0.0;Freistehend;1979;2016.0;1;83.0;116423.0
2519;2;1 Ebene;1;0.0;1941;Unbekannt;;Flachdach;93.0;Gut;Durchschnitt;1.0;4.0;610.0;0;1;77.0;Durchschnitt;Stammheim;0;0.0;Freistehend;2018;2015.0;11;93.0;121582.0
730;3;2 Ebenen;2;0.0;1991;Niedrig;;Satteldach;82.0;Durchschnitt;Durchschnitt;2.0;2.0;843.0;1;3;60.0;Gut;Plieningen;1;0.0;Freistehend;1992;2021.0;4;145.0;210622.0
286;3;1 Ebene;2;1.0;2013;Niedrig;;Flachdach;170.0;Gut;Durchschnitt;2.0;2.0;1295.0;1;1;169.0;Sehr gut;Bad Cannstatt;0;0.0;Freistehend;2014;2019.0;6;170.0;318290.0
530;4;1 Ebene;2;0.0;1969;Niedrig;;Flachdach;173.0;Durchschnitt;Durchschnitt;2.0;2.0;955.0;0;4;173.0;Durchschnitt;Vaihingen;0;0.0;Doppelhaus;1969;2020.0;12;173.0;159885.0
2054;8;2,5 Ebenen;2;0.0;1925;Hoch;;Flachdach;133.0;Schlecht;Durchschnitt;0.0;2.0;1095.0;0;2;133.0;Durchschnitt;Zuffenhausen;0;0.0;Doppelhaus;2006;2015.0;3;315.0;194688.0
1593;3;1,5 Ebenen;2;0.0;1963;Niedrig;;Satteldach;179.0;Gut;Durchschnitt;2.0;3.0;991.0;2;1;106.0;Durchschnitt;Vaihingen;0;0.0;Freistehend;2013;2021.0;3;228.0;243386.0
658;3;1,5 Ebenen;1;0.0;1917;Mittel;;Satteldach;70.0;Durchschnitt;Durchschnitt;1.0;3.0;1049.0;0;1;70.0;Durchschnitt;Stammheim;0;0.0;Freistehend;2006;2018.0;6;136.0;147823.0
1601;4;2 Ebenen;1;1.0;1926;Mittel;;Satteldach;85.0;Gut;Durchschnitt;1.0;4.0;257.0;1;1;84.0;Durchschnitt;Birkach;1;0.0;Freistehend;2016;2020.0;6;169.0;183572.0
2620;2;1 Ebene;2;1.0;2015;Mittel;;Flachdach;153.0;Gut;Durchschnitt;2.0;2.0;388.0;1;3;148.0;Sehr gut;Moehringen;0;1.0;Reihenhaus;2016;2014.0;12;153.0;280800.0
